Date,AAPL,DX-Y.NYB,HSI,QQQ,XLE,XLF,XLK,XLP,XLU,XLV,^FTSE
2012-11-05,17.847043991088867,80.75,22006.400390625,59.43939208984375,48.51494216918945,10.607810020446777,24.958648681640625,26.58778190612793,25.001644134521484,33.8272590637207,5839.10009765625
2012-11-06,17.79300308227539,80.61000061035156,6800.0,59.548126220703125,49.29416275024414,10.727375030517578,25.070066452026367,26.784507751464844,25.01565933227539,33.860958099365234,5884.89990234375
2012-11-07,17.112201690673828,80.76000213623047,7000.0,58.14368438720703,48.00675582885742,10.368685722351074,24.444385528564453,26.466718673706055,24.48996925354004,33.29660415649414,5791.60009765625
2012-11-08,16.491193771362305,80.79000091552734,21566.900390625,57.22854232788086,47.13945007324219,10.282333374023438,24.092973709106445,26.179203033447266,24.44791603088379,32.90070724487305,5776.10009765625
2012-11-09,16.776704788208008,81.02999877929688,6900.0,57.473175048828125,47.12590026855469,10.295619010925293,24.204404830932617,26.179203033447266,24.300716400146484,32.99335861206055,5769.7001953125
2012-11-12,16.64698028564453,81.04000091552734,21430.30078125,57.46412658691406,47.220760345458984,10.315546989440918,24.170122146606445,26.179203033447266,24.097457885742188,33.16182327270508,5767.2998046875
2012-11-13,16.649120330810547,81.08000183105469,6600.0,57.06544876098633,47.02426528930664,10.242481231689453,24.050127029418945,26.16407585144043,24.18857765197754,33.03548812866211,5786.2998046875
2012-11-14,16.46451187133789,81.05999755859375,21442.0,56.39495086669922,46.455074310302734,10.063138961791992,23.810136795043945,25.87656021118164,24.02035903930664,32.63960266113281,5722.0
2012-11-15,16.11920166015625,81.08000183105469,6800.0,56.204673767089844,46.51605987548828,10.0830659866333,23.673004150390625,25.868986129760742,23.88017463684082,32.54694747924805,5677.7998046875
2012-11-16,16.1823787689209,81.26000213623047,21159.0,56.449310302734375,46.69900894165039,10.149487495422363,23.707286834716797,26.035449981689453,24.08344078063965,32.79121398925781,5605.60009765625
2012-11-19,17.349258422851562,80.87000274658203,21262.099609375,57.790321350097656,47.7763786315918,10.342119216918945,24.35867691040039,26.459152221679688,24.10446548461914,33.13655471801758,5737.7001953125
2012-11-20,17.201440811157227,80.95999908447266,6700.0,57.808433532714844,47.586647033691406,10.395256042480469,24.25582504272461,26.557514190673828,24.062416076660156,33.32189178466797,5748.10009765625
2012-11-21,17.225664138793945,80.93000030517578,6700.0,57.92622375488281,47.84413528442383,10.395256042480469,24.332971572875977,26.59535026550293,23.957277297973633,33.29660415649414,5752.0
2012-11-23,17.526199340820312,80.19000244140625,6700.0,58.805152893066406,48.5217170715332,10.521461486816406,24.727230072021484,26.98878288269043,23.894195556640625,33.70934295654297,5819.10009765625
2012-11-26,18.079130172729492,80.25,21861.80078125,59.058841705322266,48.04741287231445,10.481605529785156,24.838653564453125,26.792072296142578,24.19558334350586,33.55772399902344,5786.7001953125
2012-11-27,17.933469772338867,80.4000015258789,6600.0,58.859500885009766,47.64763641357422,10.388615608215332,24.727230072021484,26.769367218017578,24.2586669921875,33.35556411743164,5799.7001953125
2012-11-28,17.877037048339844,80.33999633789062,6400.0,59.36690902709961,48.081275939941406,10.428466796875,24.87293243408203,27.026622772216797,24.356796264648438,33.61668014526367,5803.2998046875
2012-11-29,18.073911666870117,80.19999694824219,21922.900390625,59.72027587890625,48.189701080322266,10.481605529785156,24.992929458618164,27.170387268066406,24.496980667114258,33.85251998901367,5870.2998046875
2012-11-30,17.94879722595215,80.1500015258789,6700.0,59.62062072753906,48.149051666259766,10.4683198928833,24.967214584350586,27.268749237060547,24.756311416625977,33.894657135009766,5866.7998046875
2012-12-03,17.976701736450195,79.87999725341797,6900.0,59.502830505371094,47.88478088378906,10.428466796875,24.932931900024414,27.16281509399414,24.602113723754883,33.8188362121582,5871.2001953125
2012-12-04,17.659608840942383,79.63999938964844,21800.0,59.466575622558594,47.7086181640625,10.401899337768555,24.890073776245117,27.109851837158203,24.475950241088867,33.894657135009766,5869.0
2012-12-05,16.523086547851562,79.7699966430664,22270.900390625,58.805152893066406,48.040626525878906,10.528101921081543,24.641525268554688,27.15524673461914,24.847431182861328,34.004146575927734,5892.10009765625
2012-12-06,16.7822208404541,80.26000213623047,6900.0,59.1856803894043,48.19647216796875,10.561310768127441,24.787227630615234,27.185518264770508,24.833415985107422,33.9872932434082,5901.39990234375
2012-12-07,16.353187561035156,80.41999816894531,7000.0,58.83232116699219,48.48783493041992,10.647664070129395,24.658658981323242,27.374666213989258,24.85444450378418,34.096797943115234,5914.39990234375
